Field	Term	Ontology Identifier	Definition	Guidance	Editor Note
sequencing_instrument	     Oxford Nanopore MinION	GENEPIO:0100142	A portable DNA sequencer which is manufactured by the Oxford Nanopore Technologies corporation, that uses consumable flow cells producing up to 30 Gb of DNA sequence data per flow cell. The sequencer produces real-time results and utilizes nanopore technology with up to 512 nanopore channels in the sensor array.		
sequencing_instrument	     Oxford Nanopore PromethION	GENEPIO:0100143	A DNA sequencer that is manufactured by the Oxford Nanopore Technologies corporation, capable of running up to 48 flow cells and producing up to 7.6 Tb of data per run. The sequencer produces real-time results and utilizes Nanopore technology, with each flow cell allowing up to 3,000 nanopores to be sequencing simultaneously.		
sequencing_instrument	BGISEQ	GENEPIO:0100144	A DNA sequencer manufactured by the BGI Genomics corporation.		
sequencing_instrument	     BGISEQ-500	GENEPIO:0100145	A DNA sequencer manufactured by the BGI Genomics corporation that utilizes Probe-Anchor Synthesis (cPAS) chemistry and "DNA Nanoballs".		
sequencing_instrument	DNBSEQ	GENEPIO:0100146	A DNA sequencer manufactured by the MGI corporation.		
sequencing_instrument	     DNBSEQ-T7	GENEPIO:0100147	A high throughput DNA sequencer manufactured by the MGI corporation with an output capacity of 1~6TB of data per day.		
sequencing_instrument	     DNBSEQ-G400	GENEPIO:0100148	A DNA sequencer manufactured by the MGI corporation with an output capacity of 55GB~1440GB per run.		
sequencing_instrument	     DNBSEQ-G400 FAST	GENEPIO:0100149	A DNA sequencer manufactured by the MGI corporation with an outout capacity of 55GB~330GB per run, which enables faster sequencing than the DNBSEQ-G400.		
sequencing_instrument	     DNBSEQ-G50	GENEPIO:0100150	A DNA sequencer manufactured by the MGI corporation with an output capacity of 10～150 GB per run and enables different read lengths.		
					
sequence_submitted_by					
sequence_submitted_by	Public Health Agency of Canada (PHAC)	GENEPIO:0100551	The Public Health Agency of Canada is an agency of the Government of Canada that is responsible for public health, emergency preparedness and response, and infectious and chronic disease control and prevention.		
sequence_submitted_by	Canadian Food Inspection Agency (CFIA)	GENEPIO:0100552	The Canadian Food Inspection Agency is a regulatory agency that is dedicated to the safeguarding of food, plants, and animals in Canada		
sequence_submitted_by	Agriculture and Agri-Food Canada (AAFC)	GENEPIO:0100553	Agriculture and Agri-Food Canada is the department of the Government of Canada responsible for the federal regulation of agriculture, including policies governing the production, processing, and marketing of all farm, food, and agri-based products. 		
sequence_submitted_by	Health Canada (HC)	GENEPIO:0100554	Health Canada is the department of the Government of Canada responsible for national health policy. The department itself is also responsible for numerous federal health-related agencies, including the Canadian Food Inspection Agency and the Public Health Agency of Canada, among others.		
sequence_submitted_by	Environment Canada (EC)	GENEPIO:0100555	Environment and Climate Change Canada, is the department of the Government of Canada responsible for coordinating environmental policies and programs, as well as preserving and enhancing the natural environment and renewable resources. It is also colloquially known by its former name, Environment Canada. 		
sequence_submitted_by	Fisheries and Oceans Canada (DFO)	GENEPIO:0100556	Fisheries and Oceans Canada, is a department of the Government of Canada that is responsible for developing and implementing policies and programs in support of Canada's economic, ecological and scientific interests in oceans and inland waters.		
					
attribute_package					
attribute_package	Clinical Pathogen Attribute Package (Pathogen.cl)	GENEPIO:0001835	A collection of contextual data attributes pertaining to a pathogen in a clinical sample, as specified by the International Nucleotide Sequence Database Collaboration (INSDC).		
attribute_package	Environmental Pathogen Attribute Package (Pathogen.env)	Awaiting Ontology ID	A collection of contextual data attributes pertaining to a pathogen in an environmental sample, as specified by the International Nucleotide Sequence Database Collaboration (INSDC).		
					
experimental_intervention					
experimental_intervention	Addition of substances to food/water	GENEPIO:0100536	The addition of substances to food or water administered to an individual or group of individuals.		
experimental_intervention	Antimicrobial pre-treatment	GENEPIO:0100537	The administration of an antimicrobial agent to an individual or its addition to a substance prior to some other event or activity.		
experimental_intervention	Certified animal husbandry practices	GENEPIO:0100538	The implementation of animal husbandy practices that have been certified by an authorized organization.		
experimental_intervention	Certified organic farming practices	GENEPIO:0100539	The implementation of organic farming practices that have been certified by an authorized organization.		
experimental_intervention	Change in storage conditions	GENEPIO:0100540	A change in the storage conditions of a material or a substance.		
experimental_intervention	Cleaning/disinfection	GENEPIO:0100541	A process of removing unwanted substances, such as dirt, infectious agents, and other impurities, from an object or environment.		
experimental_intervention	Extended downtime between activities	GENEPIO:0100542	A prolonged period of inactivity between processes or events.		
experimental_intervention	Fertilizer pre-treatment	GENEPIO:0100543	The addition of fertilizer to a material or environment prior to some other event or activity.		
experimental_intervention	Logistic slaughter	GENEPIO:0100545	The logistical planning of events and processes upstream of the immediate slaughter of an animal (which may include controlling transport climate; traffic conditions, number of pick-up farms, as well as time and distance during transport; queuing at the abattoir etc) that optimize operations and reduce stress on the animal.		
experimental_intervention	Microbial pre-treatment	GENEPIO:0100546	The deliberate addition of microbes or a mixture of microbes to an individual or substance prior to some other event or activity.		
experimental_intervention	Probiotic pre-treatment	GENEPIO:0100547	The addition of a probiotic substance to an individual or material prior to some other event or activity.		
experimental_intervention	Vaccination	NCIT:C15346	Administration of vaccines to stimulate the host's immune response. This includes any preparation intended for active immunological prophylaxis or treatment.		
antimicrobial_agent_name					
antimicrobial_agent_name	Amoxicillin-clavulanic	ARO:3003997	A fixed combination of Amoxicillin and Clavulanic Acid, which inhibits beta-lactamase, a bacterial enzyme that inactivates amoxicillin.		
antimicrobial_agent_name	Ampicillin	CHEBI:28971	A penicillin in which the substituent at position 6 of the penam ring is a 2-amino-2-phenylacetamido group.		
antimicrobial_agent_name	Azithromycin	CHEBI:2955	A macrolide antibiotic useful for the treatment of bacterial infections.		
antimicrobial_agent_name	Cefazolin	CHEBI:474053	A first-generation cephalosporin compound having [(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl and (1H-tetrazol-1-ylacetyl)amino side-groups at positions 3 and 7 respectively.		
antimicrobial_agent_name	Cefepime	CHEBI:478164	A cephalosporin bearing (1-methylpyrrolidinium-1-yl)methyl and (2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetamido groups at positions 3 and 7, respectively, of the cephem skeleton.		
antimicrobial_agent_name	Cefotaxime	CHEBI:204928	A cephalosporin compound having acetoxymethyl and [2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino side groups.		
antimicrobial_agent_name	Cefoxitin	CHEBI:209807	A semisynthetic cephamycin antibiotic which, in addition to the methoxy group at the 7alpha position, has 2-thienylacetamido and carbamoyloxymethyl side-groups. 		
antimicrobial_agent_name	Cefpodoxime	CHEBI:3504	A third-generation cephalosporin antibiotic with methoxymethyl and (2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetamino substituents at positions 3 and 7, respectively, of the cephem skeleton. 		
antimicrobial_agent_name	Ceftazidime	CHEBI:3508	A third-generation cephalosporin antibiotic bearing pyridinium-1-ylmethyl and {[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-{[(2-carboxypropan-2-yl)oxy]imino}acetamido groups at positions 3 and 7, respectively, of the cephem skeleton.		
antimicrobial_agent_name	Ceftiofur	ARO:3004006	A third-generation broad spectrum cephalosporin and beta-lactam antibiotic. It causes cell lysis by disrupting peptidoglycan cross-linkage and cell wall formation by binding to PBPs.		
antimicrobial_agent_name	Ceftriaxone	CHEBI:29007	A third-generation cephalosporin compound having 2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetylamino and [(2-methyl-5,6-dioxo-1,2,5,6-tetrahydro-1,2,4-triazin-3-yl)sulfanyl]methyl side-groups.		
antimicrobial_agent_name	Cephalothin	NCIT:C62021	A semisynthetic, beta-lactam, first-generation cephalosporin antibiotic with bactericidal activity. Cephalothin binds to and inactivates penicillin-binding proteins (PBP) located on the inner membrane of the bacterial cell wall.		
antimicrobial_agent_name	Chloramphenicol	CHEBI:17698	An organochlorine compound that is dichloro-substituted acetamide containing a nitrobenzene ring, an amide bond and two alcohol functions.		
antimicrobial_agent_name	Ciprofloxacin	CHEBI:100241	A quinolone that is quinolin-4(1H)-one bearing cyclopropyl, carboxylic acid, fluoro and piperazin-1-yl substituents at positions 1, 3, 6 and 7, respectively.		
antimicrobial_agent_name	Clindamycin	CHEBI:3745	A carbohydrate-containing antibiotic that is the semisynthetic derivative of lincomycin, a natural antibiotic.		
antimicrobial_agent_name	Doxycycline	CHEBI:50845	A semi-synthetic tetracycline antibiotic in which the 5beta-hydrogen is replaced by a hydroxy group, while the 6alpha-hydroxy group is replaced by hydrogen. 		
antimicrobial_agent_name	Erythromycin	CHEBI:48923	Any of several wide-spectrum macrolide antibiotics obtained from actinomycete Saccharopolyspora erythraea (formerly known as Streptomyces erythraeus).		
antimicrobial_agent_name	Florfenicol	CHEBI:87185	A carboxamide that is the N-dichloroacetyl derivative of (1R,2S)-2-amino-3-fluoro-1-[4-(methanesulfonyl)phenyl]propan-1-ol. A synthetic veterinary antibiotic that is used for treatment of bovine respiratory disease and foot rot; also used in aquaculture.		
antimicrobial_agent_name	Gentamicin	CHEBI:17833	Gentamicin is a parenterally administered, broad spectrum aminoglycoside antibiotic typically used for moderate to severe gram negative infections.		
